Carat Weight,Color,Clarity,Cut,Depth %,Table %,Polish,Symmetry,Cut Grade,Length to Width,Culet,Fluorescence,Price
0.3,1,6,1,62.6,58.0,2,1,1,1.0,0,0,651
0.4,6,8,4,65.0,57.0,1,2,2,1.01,1,0,651
0.4,6,8,2,59.4,61.0,1,1,1,1.0,1,0,651
0.4,1,8,4,65.5,55.0,1,2,3,1.0,1,0,651
0.3,3,6,4,65.3,59.0,2,2,3,1.01,0,0,651
0.3,4,6,5,57.9,62.0,1,2,2,1.0,1,2,651
0.37,2,7,3,64.2,59.0,1,1,2,1.0,1,3,651
0.4,6,8,2,59.4,61.0,1,1,1,1.0,1,0,651
0.31,4,3,1,61.3,60.0,1,1,1,1.0,1,3,651
0.3,1,8,2,59.3,60.0,1,1,1,1.0,1,1,651
0.4,7,8,2,62.0,60.0,1,2,2,1.01,1,0,651
0.31,4,3,1,61.3,60.0,1,1,1,1.0,1,3,651
0.33,4,6,2,60.3,61.0,1,1,1,1.01,1,0,651
0.43,7,2,1,62.4,56.0,1,1,1,1.0,1,0,651
0.3,4,4,1,61.0,58.0,1,1,1,1.0,0,0,651
0.3,4,6,2,62.7,58.0,2,2,2,1.01,1,0,651
0.37,7,4,1,61.9,57.0,2,1,1,1.62,0,0,651
0.3,5,4,1,62.5,59.0,1,1,1,1.01,0,0,651
0.3,2,6,2,58.5,59.0,1,1,2,1.0,0,0,651
0.3,3,5,2,61.2,61.0,1,1,1,1.01,1,0,651
0.3,3,6,4,65.3,59.0,2,2,3,1.01,0,0,651
0.3,2,5,1,62.3,56.0,1,2,1,1.01,0,0,651
0.3,4,6,5,57.9,62.0,1,2,2,1.0,1,2,651
0.35,6,6,1,61.5,57.0,1,1,1,1.0,1,3,651
0.3,1,6,1,62.6,58.0,2,1,1,1.0,0,0,651
0.4,7,8,2,62.0,60.0,1,2,2,1.01,1,0,651
0.31,1,8,1,63.1,56.0,1,1,1,1.01,1,0,651
0.3,1,5,2,59.5,61.0,1,1,1,1.0,1,2,653
0.3,2,8,1,61.2,56.0,1,1,1,1.0,1,0,653
0.3,3,6,2,61.0,61.0,1,1,1,1.0,0,1,653
0.26,2,3,1,62.1,57.0,1,2,1,1.01,0,0,653
0.3,3,7,3,63.8,55.0,1,2,2,1.0,1,0,653
0.36,5,8,1,62.5,58.0,1,1,1,1.0,1,0,653
0.31,2,4,1,59.5,60.0,1,1,1,1.01,0,2,653
0.32,4,6,1,62.3,58.0,1,1,1,1.01,0,0,653
0.3,5,6,1,62.2,56.0,1,1,1,1.0,0,2,653
0.31,2,4,2,63.8,59.0,1,1,2,1.01,0,0,653
0.3,3,7,1,60.8,59.0,1,1,1,1.0,1,0,653
0.32,5,3,3,59.9,62.0,2,1,1,1.0,1,0,653
0.3,1,7,1,62.1,58.0,1,1,1,1.01,1,0,653
0.35,6,3,1,61.3,55.0,1,1,2,1.0,1,0,653
0.37,7,3,3,58.6,61.0,1,1,1,1.01,1,1,653
0.3,2,7,1,62.5,56.0,1,1,1,1.01,0,2,653
0.3,1,7,1,62.1,58.0,1,1,1,1.01,1,0,653
0.3,2,7,1,62.5,56.0,1,1,1,1.01,0,2,653
0.32,5,3,3,59.9,62.0,2,1,1,1.0,1,0,653
0.3,3,7,1,60.8,59.0,1,1,1,1.0,1,0,653
0.3,5,6,1,62.2,56.0,1,1,1,1.0,0,2,653
0.31,2,4,1,59.5,60.0,1,1,1,1.01,0,2,653
0.3,3,7,3,63.8,55.0,1,2,2,1.0,1,0,653
0.3,3,6,2,61.0,61.0,1,1,1,1.0,0,1,653
0.4,2,8,4,64.3,55.0,2,2,2,1.01,1,0,654
0.33,1,6,1,62.5,56.0,1,1,1,1.01,1,3,654
0.4,2,8,4,64.3,55.0,2,2,2,1.01,1,0,654
0.3,4,2,1,62.1,57.0,1,1,1,1.0,0,1,654
0.3,4,3,5,57.5,61.0,2,2,3,1.01,0,0,654
0.3,4,4,1,62.1,57.0,1,1,1,1.01,0,1,654
0.3,5,4,1,62.0,58.0,1,1,1,1.01,0,0,654
0.37,7,5,1,62.3,57.0,1,1,1,1.0,1,0,654
0.3,5,4,1,62.1,58.0,1,1,1,1.0,0,0,654
0.3,5,2,1,62.3,58.0,1,1,1,1.01,1,0,654
0.25,3,2,1,59.9,60.0,1,1,1,1.0,0,0,654
0.3,5,2,1,62.3,58.0,1,1,1,1.01,1,0,654
0.3,4,2,1,62.1,57.0,1,1,1,1.0,0,1,654
0.3,3,5,3,62.4,57.0,2,3,2,1.01,1,2,654
0.25,2,3,1,62.4,58.0,1,1,1,1.01,0,0,654
0.32,5,6,1,62.3,58.0,1,1,1,1.0,1,2,654
0.34,7,2,1,62.5,57.0,1,1,1,1.0,0,0,654
0.3,5,4,1,62.1,58.0,1,1,1,1.0,0,0,654
0.3,1,8,1,63.0,55.0,1,1,2,1.0,0,0,654
0.4,7,2,2,60.9,58.0,2,2,2,1.01,1,0,654
0.37,7,5,1,62.3,57.0,1,1,1,1.0,1,0,654
0.3,5,4,1,62.0,58.0,1,1,1,1.01,0,0,654
0.31,3,4,2,62.5,59.0,2,2,1,1.01,0,0,654
0.3,4,4,1,62.1,57.0,1,1,1,1.01,0,1,654
0.33,1,6,1,62.5,57.0,1,1,1,1.0,1,2,654
0.3,4,3,5,57.5,61.0,2,2,3,1.01,0,0,654
0.3,6,5,2,60.6,61.0,1,1,1,1.01,1,1,654
0.3,2,7,4,58.7,63.0,1,2,2,1.01,1,0,654
0.25,2,3,1,62.4,58.0,1,1,1,1.01,0,0,654
0.25,3,2,1,59.9,60.0,1,1,1,1.0,0,0,654
0.3,2,5,1,61.4,58.0,1,1,1,1.0,1,0,655
0.31,2,4,1,62.5,58.0,2,1,1,1.0,0,0,655
0.3,3,5,2,59.9,61.0,1,1,1,1.01,0,1,655
0.3,1,5,1,61.1,58.0,1,1,1,1.0,1,1,655
0.3,2,4,2,61.2,59.0,1,3,2,1.62,1,0,655
0.3,3,5,4,66.4,59.0,1,1,3,1.0,1,0,655
0.3,1,5,1,62.7,57.0,1,1,1,1.0,1,3,655
0.3,4,2,1,62.2,59.0,1,2,1,1.0,1,2,655
0.31,2,4,1,62.5,58.0,2,1,1,1.0,0,0,655
0.31,6,3,1,62.6,55.0,1,1,1,1.01,1,0,655
0.3,1,6,1,61.2,58.0,1,1,1,1.0,1,0,655
0.3,1,6,1,62.6,56.0,1,1,1,1.0,1,0,655
0.3,4,2,1,62.2,59.0,1,2,1,1.0,1,2,655
0.37,7,4,1,61.2,57.0,1,2,1,1.01,0,0,655
0.3,1,5,1,62.7,57.0,1,1,1,1.0,1,3,655
0.3,2,4,1,62.8,56.0,1,1,1,1.01,1,2,655
0.3,3,5,4,66.4,59.0,1,1,3,1.0,1,0,655
0.3,1,5,1,63.0,57.0,1,2,1,1.01,0,2,655
0.3,2,4,2,61.2,59.0,1,3,2,1.62,1,0,655
0.3,1,7,1,60.7,60.0,1,1,1,1.0,0,0,655
0.3,1,5,1,61.1,58.0,1,1,1,1.0,1,1,655
0.3,4,4,1,61.5,59.0,1,1,1,1.01,0,1,655
0.3,3,5,2,59.9,61.0,1,1,1,1.01,0,1,655
0.3,3,3,3,63.3,60.0,1,2,2,1.01,1,2,655
0.3,2,5,1,61.4,58.0,1,1,1,1.0,1,0,655
0.3,1,6,1,61.2,58.0,1,1,1,1.0,1,0,655
0.3,6,4,1,62.3,58.0,1,1,1,1.0,0,0,655
0.4,8,5,2,60.1,61.0,1,1,1,1.01,1,0,656
0.51,8,8,2,62.9,59.0,2,1,2,1.0,1,1,656
0.44,7,7,3,61.4,62.0,1,2,2,1.01,1,1,656
0.3,2,4,3,59.2,61.0,1,1,2,1.0,1,3,656
0.3,2,5,2,60.1,62.0,1,1,1,1.01,1,1,656
0.41,6,8,3,63.7,56.0,2,2,2,1.01,1,2,656
0.4,6,7,1,62.1,56.0,1,2,1,1.0,1,1,656
0.4,6,7,1,62.1,56.0,1,2,1,1.0,1,1,656
0.3,3,7,1,62.5,57.0,1,1,1,1.01,1,0,656
0.41,6,8,3,63.7,56.0,2,2,2,1.01,1,2,656
0.51,8,8,2,62.9,59.0,2,1,2,1.0,1,1,656
0.3,5,4,2,61.2,61.0,1,1,1,1.01,1,0,656
0.33,7,2,2,60.8,61.0,1,1,1,1.0,1,3,656
0.32,6,6,1,62.3,57.0,1,1,1,1.01,0,0,656
0.3,1,3,1,62.5,57.0,1,2,1,1.01,0,0,656
0.3,2,5,2,60.9,60.0,2,1,1,1.0,0,1,656
0.3,3,5,3,64.1,59.0,1,2,2,1.02,0,0,656
0.3,2,4,3,59.2,61.0,1,1,2,1.0,1,3,656
0.3,5,4,2,61.2,61.0,1,1,1,1.01,1,0,656
0.4,7,6,1,62.7,56.0,1,1,1,1.01,1,1,656
0.33,7,2,2,60.8,61.0,1,1,1,1.0,1,3,656
0.3,3,5,3,64.1,59.0,1,2,2,1.02,0,0,656
0.3,2,6,1,60.6,58.0,1,1,1,1.0,1,0,656
0.3,5,4,1,62.0,59.0,1,1,1,1.01,1,0,656
0.3,5,4,1,62.0,59.0,1,1,1,1.01,1,0,656
0.25,3,2,1,59.5,60.0,1,1,1,1.0,0,0,656
0.3,2,5,1,62.5,57.0,1,1,1,1.01,1,0,656
0.41,7,3,1,62.7,58.0,1,1,1,1.01,0,3,656
0.3,3,7,2,59.2,59.0,2,2,1,1.01,1,0,656
0.3,1,3,1,62.5,57.0,1,2,1,1.01,0,0,656
0.37,6,5,3,58.6,61.0,1,1,1,1.0,0,3,656
0.32,6,6,1,62.3,57.0,1,1,1,1.01,0,0,656
0.3,2,5,3,64.0,57.0,2,1,2,1.01,1,0,656
0.3,2,5,2,60.9,60.0,2,1,1,1.0,0,1,656
0.25,3,2,1,59.5,60.0,1,1,1,1.0,0,0,656
0.32,4,8,1,62.4,59.0,1,1,1,1.0,0,0,657
0.41,7,8,1,61.5,57.0,1,1,1,1.0,1,0,657
0.3,1,7,2,62.4,58.0,2,1,3,1.01,0,2,657
0.3,4,6,1,61.3,58.0,1,2,1,1.01,1,1,657
0.35,4,8,1,61.8,56.0,1,1,1,1.0,0,0,657
0.3,2,4,4,64.4,57.0,2,3,2,1.0,1,0,657
0.3,1,7,2,62.4,58.0,2,1,3,1.01,0,2,657
0.35,4,8,1,61.8,56.0,1,1,1,1.0,0,0,657
0.32,4,8,1,62.4,59.0,1,1,1,1.0,0,0,657
0.35,1,8,1,62.7,57.0,1,1,1,1.01,1,0,658
0.4,6,7,3,64.6,59.0,1,1,2,1.01,1,2,658
0.37,5,7,1,61.0,60.0,1,1,1,1.0,1,1,658
0.31,1,7,1,62.5,57.0,1,1,1,1.01,1,1,658
0.3,2,5,1,62.3,58.0,1,1,1,1.01,0,0,658
0.5,8,8,2,62.7,56.0,1,2,2,1.59,1,0,658
0.3,7,2,1,59.9,59.0,1,1,1,1.0,1,1,658
0.3,5,4,1,62.2,57.0,1,1,1,1.01,1,0,658
0.31,5,4,1,61.5,59.0,1,1,1,1.0,0,0,658
0.3,5,4,1,61.7,59.0,1,1,1,1.01,0,0,658
0.3,5,5,2,63.7,56.0,1,1,2,1.01,1,0,658
0.33,4,3,1,61.1,60.0,1,1,1,1.01,0,3,658
0.3,6,4,1,62.4,56.0,1,1,1,1.0,1,0,658
0.25,3,3,2,62.0,60.0,1,1,2,1.01,1,1,658
0.3,6,4,1,62.4,56.0,1,1,1,1.0,1,0,658
0.3,5,5,2,63.7,56.0,1,1,2,1.01,1,0,658
0.31,5,4,1,61.5,59.0,1,1,1,1.0,0,0,658
0.3,7,2,1,59.9,59.0,1,1,1,1.0,1,1,658
0.3,2,5,1,62.3,58.0,1,1,1,1.01,0,0,658
0.37,5,7,1,61.0,60.0,1,1,1,1.0,1,1,658
0.35,1,8,1,62.7,57.0,1,1,1,1.01,1,0,658
0.32,2,6,1,60.8,59.0,1,2,1,1.01,0,0,658
0.31,2,5,1,60.3,58.0,1,1,1,1.0,1,2,659
0.4,7,3,3,64.3,58.0,1,1,2,1.01,1,1,659
0.3,1,4,4,64.7,58.0,2,2,3,1.0,0,0,659
0.32,4,6,1,62.7,58.0,1,1,1,1.01,0,0,659
0.3,1,6,1,63.0,55.0,1,1,1,1.0,1,1,659
0.3,2,3,4,64.3,57.0,2,2,2,1.01,0,0,659
0.4,3,8,5,53.6,65.0,3,3,4,1.01,1,0,659
0.31,2,5,3,64.4,58.0,1,2,2,1.02,0,0,659
0.3,1,4,3,64.1,58.0,1,1,2,1.01,0,0,659
0.4,3,8,5,53.6,65.0,3,3,4,1.01,1,0,659
0.4,7,3,3,64.3,58.0,1,1,2,1.01,1,1,659
0.3,4,3,1,60.4,57.0,1,1,1,1.01,1,1,659
0.32,4,6,1,62.7,58.0,1,1,1,1.01,0,0,659
0.3,2,3,4,64.3,57.0,2,2,2,1.01,0,0,659
0.31,2,5,3,64.4,58.0,1,2,2,1.02,0,0,659
0.3,4,4,1,61.8,58.0,1,1,1,1.01,1,0,660
0.38,8,3,1,62.5,57.0,1,2,1,1.01,1,0,660
0.41,7,5,1,62.3,57.0,1,1,1,1.01,1,3,660
0.42,5,8,1,62.5,57.0,1,1,1,1.0,1,2,660
0.3,1,6,3,58.5,61.0,1,1,2,1.01,1,1,660
0.31,2,8,1,62.8,55.0,1,1,1,1.01,1,0,660
0.3,4,3,3,59.4,62.0,1,1,2,1.0,1,1,660
0.3,2,5,3,62.2,61.0,1,2,2,1.0,1,0,660
0.3,5,7,1,62.7,57.0,1,2,1,1.01,0,0,660
0.3,1,5,1,62.6,57.0,1,1,1,1.0,1,1,660
0.3,2,5,3,63.1,61.0,2,1,2,1.0,1,0,660
0.3,2,5,3,63.9,60.0,1,2,2,1.0,1,0,660
0.31,1,6,1,59.9,60.0,1,1,1,1.0,1,1,660
0.29,3,5,2,59.4,59.0,1,2,1,1.0,1,0,660
0.34,1,7,1,62.5,56.0,1,1,1,1.0,1,0,660
0.3,4,5,1,62.9,57.0,1,1,1,1.01,0,1,660
0.27,3,4,1,62.5,57.0,1,1,1,1.0,0,0,660
0.3,4,5,1,60.4,59.0,1,1,1,1.01,1,0,660
0.34,4,3,2,60.7,61.0,1,1,1,1.01,0,3,660
0.3,2,5,1,62.4,58.0,1,1,1,1.0,0,0,660
0.34,5,4,1,62.5,57.0,1,1,1,1.01,1,2,660
0.3,2,5,1,59.7,59.0,1,1,1,1.01,0,0,660
0.38,8,3,1,62.5,57.0,1,2,1,1.01,1,0,660
0.3,2,6,2,63.4,58.0,1,1,2,1.01,0,0,660
0.3,4,4,1,61.8,58.0,1,1,1,1.01,1,0,660
0.3,4,5,1,60.4,59.0,1,1,1,1.01,1,0,660
0.3,2,6,2,63.4,58.0,1,1,2,1.01,0,0,660
0.3,4,5,1,62.9,57.0,1,1,1,1.01,0,1,660
0.3,2,5,1,62.4,58.0,1,1,1,1.0,0,0,660
0.3,2,5,3,63.9,60.0,1,2,2,1.0,1,0,660
0.3,1,5,1,62.6,57.0,1,1,1,1.0,1,1,660
0.3,2,5,3,62.2,61.0,1,2,2,1.0,1,0,660
0.31,2,8,1,62.8,55.0,1,1,1,1.01,1,0,660
0.42,5,8,1,62.5,57.0,1,1,1,1.0,1,2,660
0.29,3,5,2,59.4,59.0,1,2,1,1.0,1,0,660
0.3,2,7,3,64.5,58.0,1,1,2,1.0,1,0,661
0.3,3,6,1,62.6,56.0,1,1,1,1.01,0,1,661
0.3,1,7,2,62.3,58.0,1,2,3,1.01,0,2,661
0.39,1,7,1,63.0,57.0,1,1,2,1.01,1,3,661
0.3,1,7,1,61.6,57.0,1,1,1,1.0,1,0,661
0.3,2,7,1,62.6,57.0,1,1,1,1.01,1,0,661
0.28,2,2,1,62.8,56.0,1,1,2,1.0,1,0,661
0.4,6,7,4,64.3,56.0,2,2,2,1.02,0,1,661
0.31,6,6,1,62.3,58.0,1,1,1,1.01,0,0,661
0.3,4,7,1,61.8,54.0,1,1,1,1.0,1,0,661
0.3,1,7,1,61.6,59.0,1,1,1,1.01,1,1,661
0.41,7,7,2,60.2,60.0,2,1,1,1.01,1,0,661
0.3,3,4,2,61.5,60.0,1,1,2,1.0,1,0,661
0.36,6,7,2,59.4,61.0,1,1,1,1.01,1,2,661
0.31,2,5,1,61.0,59.0,1,2,1,1.01,1,1,661
0.31,2,4,1,62.5,57.0,1,2,1,1.01,1,0,661
0.4,6,7,4,64.3,56.0,2,2,2,1.02,0,1,661
0.31,1,3,1,61.4,59.0,1,1,1,1.63,1,3,661
0.31,6,6,1,62.3,58.0,1,1,1,1.01,0,0,661
0.3,4,7,1,61.8,54.0,1,1,1,1.0,1,0,661
0.3,5,5,1,60.9,60.0,1,1,1,1.0,0,0,661
0.3,2,7,1,62.6,57.0,1,1,1,1.01,1,0,661
0.31,2,5,1,61.0,59.0,1,2,1,1.01,1,1,661
0.3,3,4,2,61.5,60.0,1,1,2,1.0,1,0,661
0.3,3,6,1,62.6,56.0,1,1,1,1.01,0,1,661
0.39,1,7,1,63.0,57.0,1,1,2,1.01,1,3,661
0.3,1,7,1,61.6,57.0,1,1,1,1.0,1,0,661
0.42,8,6,1,62.1,57.0,1,1,1,1.0,1,1,661
0.46,7,7,4,64.7,58.0,2,2,2,1.01,0,3,663
0.3,1,5,3,64.2,58.0,1,1,2,1.0,1,0,663
0.46,7,7,4,64.7,58.0,2,2,2,1.01,0,3,663
0.3,1,5,3,64.4,57.0,1,1,2,1.01,1,1,663
0.31,4,8,1,62.3,58.0,1,1,1,1.0,1,0,663
0.4,6,7,4,66.3,54.0,1,1,4,1.0,1,0,663
0.3,3,6,1,61.2,60.0,1,1,1,1.01,0,0,663
0.3,3,4,1,59.8,59.0,1,1,1,1.01,1,1,663
0.3,1,5,2,63.3,57.0,1,1,2,1.01,1,0,663
0.3,1,6,3,64.4,58.0,1,2,2,1.01,1,1,663
0.32,2,6,3,63.3,58.0,2,3,2,1.01,1,0,663
0.3,3,6,1,62.8,59.0,1,1,1,1.01,1,0,663
0.3,1,5,2,63.3,57.0,1,1,2,1.01,1,0,663
0.33,1,8,1,61.9,58.0,1,1,1,1.61,1,0,663
0.3,1,6,3,64.4,58.0,1,2,2,1.01,1,1,663
0.32,5,4,1,60.4,60.0,1,1,1,1.0,1,1,663
0.3,3,6,1,61.2,60.0,1,1,1,1.01,0,0,663
0.45,7,6,1,61.8,56.0,1,1,1,1.0,1,1,663
0.31,2,3,1,61.3,56.0,1,1,1,1.01,0,1,663
0.31,4,8,1,62.3,58.0,1,1,1,1.0,1,0,663
0.3,2,5,1,62.5,56.0,1,1,1,1.01,0,0,663
0.3,1,5,3,64.4,57.0,1,1,2,1.01,1,1,663
0.32,4,6,1,62.1,56.0,1,1,1,1.01,1,2,663
0.3,1,5,3,64.2,58.0,1,1,2,1.0,1,0,663
0.25,5,2,1,61.7,56.0,1,2,1,1.01,1,0,663
0.4,6,7,4,66.3,54.0,1,1,4,1.0,1,0,663
0.3,3,4,1,59.8,59.0,1,1,1,1.01,1,1,663
0.44,6,7,1,63.3,56.0,1,1,1,1.01,0,3,664
0.3,2,5,1,62.3,59.0,1,1,2,1.01,1,0,664
0.31,2,6,1,61.9,57.0,1,1,1,1.01,1,0,664
0.3,2,6,1,61.9,59.0,1,2,1,1.01,1,0,664
0.3,4,3,2,62.8,59.0,1,2,2,1.01,1,1,664
0.31,2,7,1,61.1,56.0,1,1,1,1.0,1,0,664
0.3,6,5,1,62.9,57.0,1,1,1,1.01,1,0,664
0.32,4,4,1,62.6,57.0,1,1,1,1.0,1,0,664
0.3,2,5,1,62.3,59.0,1,1,2,1.01,1,0,664
0.37,6,5,3,63.0,61.0,1,2,2,1.0,0,0,664
0.31,2,6,1,61.9,57.0,1,1,1,1.01,1,0,664
0.32,1,5,1,63.0,55.0,1,1,1,1.0,1,2,664
0.36,8,3,4,58.1,62.0,1,1,1,1.0,1,1,664
0.44,6,7,1,63.3,56.0,1,1,1,1.01,0,3,664
0.31,3,8,1,61.7,56.0,1,1,1,1.01,1,0,664
0.37,6,5,3,63.0,61.0,1,2,2,1.0,0,0,664
0.3,2,6,1,61.9,58.0,1,1,1,1.01,1,2,664
0.32,1,5,1,63.0,55.0,1,1,1,1.0,1,2,664
0.3,5,3,3,63.1,58.0,1,3,2,1.58,1,0,664
0.3,2,6,1,61.9,59.0,1,2,1,1.01,1,0,664
0.34,2,5,1,62.4,55.0,1,1,1,1.0,1,1,664
0.31,2,7,1,61.1,56.0,1,1,1,1.0,1,0,664
0.4,6,8,1,61.8,56.0,1,1,1,1.01,1,2,664
0.33,7,3,2,59.4,61.0,1,1,1,1.01,0,0,664
0.3,3,4,1,60.3,57.0,1,2,1,1.0,1,0,664
0.32,4,4,1,62.6,57.0,1,1,1,1.0,1,0,664
0.25,2,4,1,62.4,56.0,1,1,1,1.01,0,0,664
0.3,4,3,2,62.8,59.0,1,2,2,1.01,1,1,664
0.31,2,8,1,60.2,58.0,1,1,1,1.0,0,0,665
0.3,1,7,1,62.5,57.0,1,1,1,1.01,0,0,665
0.3,2,5,2,64.0,57.0,1,1,2,1.0,0,0,665
0.3,1,4,1,61.4,55.0,1,1,1,1.0,1,1,665
0.3,3,4,1,62.5,55.0,1,2,1,1.01,1,0,665
0.4,7,6,1,63.2,56.0,1,1,1,1.0,1,0,665
0.3,2,6,1,60.1,58.0,1,1,1,1.01,1,0,665
0.31,2,8,1,62.5,56.0,1,1,1,1.01,1,0,665
0.3,2,6,2,60.7,58.0,1,3,2,1.01,1,0,665
0.3,1,4,2,60.3,60.0,2,2,1,1.01,1,2,665
0.31,4,4,1,61.8,60.0,1,1,1,1.01,0,0,665
0.3,1,4,1,60.4,59.0,1,1,1,1.01,1,2,665
0.4,2,8,2,61.7,57.0,2,2,2,1.02,2,2,665
0.3,1,4,1,62.6,57.0,1,1,1,1.0,1,2,665
0.3,1,7,1,61.0,59.0,1,1,1,1.01,1,0,665
0.3,1,4,1,62.7,56.0,1,1,1,1.01,1,3,665
0.3,1,4,3,64.3,58.0,1,1,3,1.0,1,0,665
0.3,2,8,1,62.7,58.0,1,1,1,1.0,1,0,665
0.4,7,7,1,62.9,56.0,1,1,1,1.01,1,2,665
0.3,2,5,4,64.2,56.0,2,2,2,1.01,1,0,665
0.3,2,8,2,60.6,61.0,1,1,1,1.01,1,0,665
0.3,2,5,3,62.6,61.0,2,2,2,1.01,1,0,665
0.3,1,4,2,60.2,60.0,1,2,1,1.65,1,2,665
0.3,2,5,3,64.5,56.0,1,2,2,1.01,1,0,665
0.3,2,5,3,64.1,59.0,1,2,2,1.01,1,0,665
0.3,2,8,1,61.7,56.0,1,1,1,1.01,0,0,665
0.4,5,8,2,63.7,57.0,1,1,2,1.01,1,1,665
0.3,2,5,3,59.1,59.0,2,2,2,1.01,0,0,665
0.4,2,8,3,64.0,56.0,2,1,2,1.56,1,3,665
0.3,1,4,1,62.6,57.0,1,1,1,1.0,1,1,665
0.3,4,6,2,62.2,58.0,2,2,1,1.01,1,2,665
0.31,2,4,1,61.7,60.0,1,1,1,1.01,1,1,665
0.3,2,5,1,62.6,59.0,1,1,2,1.01,1,0,665
0.31,1,6,3,64.7,57.0,1,1,2,1.0,1,0,665
0.3,2,5,3,59.1,59.0,2,2,2,1.01,0,0,665
0.3,1,4,1,61.4,55.0,1,1,1,1.0,1,1,665
0.31,2,4,1,61.7,60.0,1,1,1,1.01,1,1,665
0.3,1,4,1,60.4,59.0,1,1,1,1.01,1,2,665
0.3,1,4,1,62.6,57.0,1,1,1,1.0,1,2,665
0.3,1,4,1,62.7,56.0,1,1,1,1.01,1,3,665
0.3,2,8,1,62.7,58.0,1,1,1,1.0,1,0,665
0.4,7,7,1,62.9,56.0,1,1,1,1.01,1,2,665
0.3,2,8,2,60.6,61.0,1,1,1,1.01,1,0,665
0.3,1,4,2,60.2,60.0,1,2,1,1.65,1,2,665
0.3,2,5,3,64.5,56.0,1,2,2,1.01,1,0,665
0.3,1,7,1,62.5,57.0,1,1,1,1.01,0,0,665
0.3,2,8,1,61.7,56.0,1,1,1,1.01,0,0,665
0.3,1,4,1,62.6,57.0,1,1,1,1.0,1,1,665
0.3,2,6,2,60.7,58.0,1,3,2,1.01,1,0,665
0.4,7,6,1,63.2,56.0,1,1,1,1.0,1,0,665
0.3,2,5,1,62.6,59.0,1,1,2,1.01,1,0,665
0.3,1,5,1,62.9,57.0,1,1,1,1.01,1,1,666
0.3,1,5,2,59.2,61.0,1,1,1,1.01,1,2,666
0.3,1,5,1,60.5,58.0,1,1,1,1.65,1,2,666
0.3,5,4,1,61.8,58.0,1,1,1,1.0,1,0,666
0.3,3,5,2,61.2,61.0,1,1,1,1.0,0,0,666
0.3,1,5,3,64.2,56.0,1,2,2,1.01,0,0,666
0.3,4,6,1,61.2,58.0,1,1,1,1.0,1,0,666
0.3,1,5,2,61.1,60.0,1,2,2,1.01,2,0,666
0.31,5,3,1,62.6,57.0,1,1,1,1.0,1,0,666
0.31,5,3,1,62.6,57.0,1,1,1,1.0,1,0,666
0.3,4,6,1,61.2,58.0,1,1,1,1.0,1,0,666
0.3,1,5,2,61.1,60.0,1,2,2,1.01,2,0,666
0.3,1,5,1,60.5,58.0,1,1,1,1.65,1,2,666
0.3,1,5,1,62.9,57.0,1,1,1,1.01,1,1,666
0.3,3,6,1,62.7,57.0,1,2,1,1.0,0,0,666
0.3,1,8,1,61.8,59.0,1,2,1,1.01,0,0,667
0.3,4,6,4,64.9,57.0,1,2,2,1.01,1,1,667
0.4,6,8,1,62.8,56.0,1,1,1,1.0,1,0,667
0.3,2,4,1,62.3,57.0,2,1,1,1.01,1,1,667
0.41,7,4,1,61.6,56.0,1,1,1,1.63,0,1,667
0.3,3,4,2,61.9,61.0,1,1,1,1.01,0,1,667
0.3,1,8,1,61.8,59.0,1,2,1,1.01,0,0,667
0.3,1,8,1,62.4,56.0,1,1,1,1.01,1,2,667
0.3,4,6,4,58.8,62.0,1,2,2,1.01,1,1,667
0.3,3,4,1,62.5,57.0,1,1,1,1.01,0,1,667
0.31,5,3,1,62.2,58.0,1,1,1,1.0,0,1,667
0.41,7,4,1,61.6,56.0,1,1,1,1.63,0,1,667
0.3,3,4,1,62.5,57.0,1,1,1,1.01,0,1,667
0.3,4,6,4,64.9,57.0,1,2,2,1.01,1,1,667
0.3,1,8,1,62.4,56.0,1,1,1,1.01,1,2,667
0.4,6,8,1,62.8,56.0,1,1,1,1.0,1,0,667
0.3,5,5,2,60.3,60.0,1,2,1,1.01,1,0,668
0.3,4,6,1,61.1,57.0,1,1,1,1.01,0,0,668
0.3,2,5,1,62.1,54.0,1,2,1,1.01,1,0,668
0.3,5,3,2,62.5,58.0,1,2,2,1.0,0,1,668
0.42,6,8,1,62.8,57.0,1,1,1,1.01,1,0,668
0.3,3,6,4,65.9,60.0,1,2,3,1.01,0,0,668
0.31,3,6,1,62.6,56.0,1,1,1,1.01,1,0,668
0.3,2,5,2,60.5,61.0,1,1,1,1.01,1,1,668
0.3,2,6,2,59.7,60.0,2,1,1,1.01,0,3,668
0.3,3,8,2,59.8,61.0,1,1,1,1.01,1,0,668
0.4,6,8,1,59.9,59.0,1,1,2,1.01,0,0,668
0.3,2,6,2,59.7,60.0,2,1,1,1.01,0,3,668
0.3,3,6,1,62.6,56.0,1,1,1,1.0,1,0,668
0.3,5,3,1,60.9,58.0,1,1,1,1.01,1,2,668
0.38,4,7,1,62.9,55.0,1,2,1,1.01,1,0,668
0.32,6,3,1,61.9,58.0,1,1,1,1.0,1,1,668
0.3,4,6,1,61.1,57.0,1,1,1,1.01,0,0,668
0.3,5,3,2,62.5,58.0,1,2,2,1.0,0,1,668
0.31,3,6,1,62.6,56.0,1,1,1,1.01,1,0,668
0.35,2,7,1,62.2,58.0,1,1,1,1.01,0,3,668
