,Shape,Price,Carat,Color,Clarity,Polish,Symmetry,Fluorescence,Depth,Table,L/W,Price/Ct,Culet,Stock No.,Delivery Date,Cut
202,Princess,$524,0.30,D,VVS1,Good,Good,None,70.1,81.0,1.05,"$1,747",None,LD15151812,May 26,Good
203,Princess,$570,0.37,E,VVS2,Good,Good,None,73.5,79.0,1.07,"$1,541",None,LD06934176,May 26,Good
204,Radiant,$586,0.52,I,VS2,Excellent,Very Good,Faint,70.0,68.0,1.21,"$1,127",None,LD15663802,May 26,Very Good
205,Princess,$590,0.42,I,VS1,Very Good,Good,None,77.5,83.0,1.05,"$1,405",None,LD06932981,May 26,Good
206,Princess,$501,0.40,K,VVS1,Very Good,Good,Strong,76.9,68.0,1.03,"$1,252",None,LD13235479,May 27,Good
207,Princess,$506,0.32,E,VVS1,Very Good,Very Good,None,72.3,71.0,1.02,"$1,581",None,LD15661197,May 27,Very Good
208,Princess,$509,0.37,F,VS1,Very Good,Good,None,75.7,74.0,1.02,"$1,376",None,LD14978469,May 27,Good
209,Princess,$510,0.34,F,IF,Excellent,Good,None,71.2,69.0,1.02,"$1,500",None,LD14961210,May 27,Very Good
210,Princess,$511,0.47,K,VVS1,Excellent,Very Good,Faint,76.6,71.0,1.01,"$1,087",None,LD12744928,May 27,Good
211,Princess,$512,0.46,K,VS1,Excellent,Very Good,None,73.0,70.0,1.02,"$1,113",None,LD13282996,May 27,Very Good
212,Princess,$517,0.43,E,SI2,Excellent,Very Good,None,71.6,74.0,1.06,"$1,202",None,LD15717235,May 27,Very Good
213,Princess,$521,0.41,K,VVS1,Excellent,Very Good,Medium,76.0,69.0,1.05,"$1,271",None,LD12744929,May 27,Good
214,Cushion,$521,0.34,G,VVS1,Excellent,Excellent,None,68.8,63.0,1.02,"$1,532",None,LD15580357,May 27,Very Good
215,Princess,$522,0.44,J,VVS2,Excellent,Good,Faint,73.6,71.0,1.02,"$1,186",None,LD15367318,May 27,Very Good
216,Princess,$523,0.47,K,VS1,Excellent,Good,None,71.1,72.0,1.02,"$1,113",None,LD13282998,May 27,Very Good
217,Princess,$523,0.30,D,VVS1,Excellent,Very Good,None,71.2,73.0,1.02,"$1,743",None,LD15504522,May 27,Very Good
218,Princess,$525,0.40,J,VS1,Excellent,Very Good,None,74.6,69.0,1.01,"$1,312",None,LD14978639,May 27,Very Good
219,Princess,$528,0.46,J,VS2,Excellent,Very Good,None,77.4,71.0,1.05,"$1,148",None,LD13134708,May 27,Good
220,Princess,$528,0.43,J,VVS2,Very Good,Very Good,Faint,72.1,68.0,1.02,"$1,228",None,LD15706721,May 27,Very Good
221,Princess,$531,0.32,E,VVS1,Excellent,Excellent,None,71.5,72.0,1.02,"$1,659",None,LD15738293,May 27,Very Good
222,Cushion,$534,0.50,J,VS2,Excellent,Very Good,Strong,69.9,56.0,1.18,"$1,068",None,LD14809380,May 27,Good
223,Princess,$534,0.32,E,VVS1,Excellent,Very Good,None,65.1,70.0,1.01,"$1,669",None,LD15096301,May 27,Very Good
224,Cushion,$536,0.51,K,VS1,Excellent,Very Good,Faint,70.4,61.0,1.19,"$1,051",None,LD15107797,May 27,Good
225,Cushion,$537,0.31,D,VS1,Excellent,Good,None,66.9,64.0,1.04,"$1,732",None,LD15717296,May 27,Very Good
226,Princess,$540,0.40,J,VS1,Excellent,Good,None,72.9,67.0,1.00,"$1,350",None,LD14978618,May 27,Very Good
227,Cushion,$544,0.41,E,SI1,Excellent,Very Good,Strong,66.6,61.0,1.09,"$1,327",None,LD14754959,May 27,Very Good
228,Princess,$548,0.43,I,SI1,Very Good,Very Good,None,72.7,70.0,1.02,"$1,274",None,LD15717262,May 27,Very Good
229,Princess,$553,0.40,G,SI1,Excellent,Good,None,72.2,69.0,1.02,"$1,382",None,LD15391729,May 27,Very Good
230,Princess,$554,0.30,E,IF,Excellent,Very Good,None,71.1,71.0,1.01,"$1,847",None,LD15661132,May 27,Very Good
231,Cushion,$557,0.40,G,SI1,Excellent,Very Good,Faint,66.9,62.0,1.09,"$1,392",None,LD15619416,May 27,Very Good
232,Princess,$561,0.43,K,VVS1,Very Good,Very Good,None,74.3,70.0,1.01,"$1,305",None,LD12745310,May 27,Very Good
233,Cushion,$563,0.50,K,VVS2,Excellent,Very Good,Faint,69.5,60.0,1.11,"$1,126",None,LD14693597,May 27,Very Good
234,Princess,$569,0.31,D,VVS1,Excellent,Very Good,None,68.9,69.0,1.01,"$1,835",None,LD15523129,May 27,Very Good
235,Princess,$572,0.32,D,VVS1,Excellent,Very Good,None,72.3,70.0,1.02,"$1,788",None,LD15583848,May 27,Very Good
236,Princess,$573,0.42,E,SI1,Very Good,Very Good,None,71.2,68.0,1.01,"$1,364",None,LD14772857,May 27,Very Good
237,Princess,$578,0.46,J,VVS2,Excellent,Very Good,None,76.0,71.0,1.00,"$1,257",None,LD13134447,May 27,Good
238,Cushion,$583,0.50,J,SI1,Excellent,Very Good,Faint,66.9,63.0,1.04,"$1,166",None,LD15306265,May 27,Very Good
239,Cushion,$583,0.50,J,SI1,Excellent,Very Good,Faint,68.6,63.0,1.02,"$1,166",None,LD15463496,May 27,Very Good
240,Cushion,$587,0.46,I,VS2,Good,Good,None,69.4,59.0,1.07,"$1,276",None,LD15717225,May 27,Very Good
241,Princess,$588,0.50,K,SI2,Very Good,Good,None,70.2,71.0,1.04,"$1,176",None,LD13108620,May 27,Very Good
242,Princess,$593,0.41,F,SI1,Excellent,Excellent,None,72.3,71.0,1.02,"$1,446",None,LD15242376,May 27,Very Good
243,Cushion,$594,0.42,J,VVS2,Excellent,Very Good,None,66.5,61.0,1.08,"$1,414",None,LD13277523,May 27,Very Good
244,Cushion,$594,0.51,J,SI1,Excellent,Very Good,Faint,69.3,59.0,1.00,"$1,165",None,LD15200640,May 27,Very Good
245,Princess,$600,0.33,E,IF,Excellent,Very Good,None,72.7,71.0,1.01,"$1,818",None,LD15504543,May 27,Very Good
246,Princess,$500,0.30,E,VVS2,Very Good,Very Good,None,71.5,70.0,1.01,"$1,667",None,LD15697604,May 28,Very Good
247,Princess,$501,0.31,E,VVS2,Excellent,Very Good,None,72.6,71.0,1.01,"$1,616",None,LD15431310,May 28,Very Good
248,Princess,$501,0.30,D,VS2,Very Good,Very Good,None,69.6,70.0,1.00,"$1,670",None,LD15723640,May 28,Very Good
249,Princess,$502,0.32,E,VVS2,Excellent,Very Good,None,72.7,69.0,1.01,"$1,569",None,LD15217562,May 28,Very Good
250,Princess,$502,0.30,D,VVS2,Very Good,Very Good,None,71.1,72.0,1.02,"$1,673",None,LD15588328,May 28,Very Good
251,Princess,$504,0.31,D,VVS2,Excellent,Good,None,72.7,67.0,1.01,"$1,626",None,LD14967709,May 28,Very Good
252,Princess,$505,0.34,G,VVS2,Excellent,Very Good,None,71.9,70.0,1.01,"$1,485",None,LD15047060,May 28,Very Good
253,Princess,$506,0.33,D,VS2,Excellent,Very Good,None,72.7,70.0,1.00,"$1,533",None,LD15161335,May 28,Very Good
254,Princess,$506,0.32,D,VS2,Excellent,Very Good,None,72.0,70.0,1.01,"$1,581",None,LD15173213,May 28,Very Good
255,Princess,$506,0.31,F,VVS2,Excellent,Very Good,None,71.1,70.0,1.01,"$1,632",None,LD15606925,May 28,Very Good
256,Princess,$509,0.34,D,VS1,Excellent,Very Good,Faint,72.4,68.0,1.01,"$1,497",None,LD15138055,May 28,Very Good
257,Princess,$509,0.35,F,VS1,Excellent,Very Good,None,72.4,70.0,1.01,"$1,454",None,LD15173295,May 28,Very Good
258,Princess,$509,0.40,J,VVS2,Very Good,Very Good,None,76.5,70.0,1.01,"$1,272",None,LD15688945,May 28,Good
259,Princess,$510,0.33,F,VS1,Excellent,Excellent,None,72.4,70.0,1.01,"$1,545",None,LD14961065,May 28,Very Good
260,Princess,$510,0.32,D,VS1,Very Good,Very Good,None,72.0,71.0,1.01,"$1,594",None,LD15121654,May 28,Very Good
261,Princess,$511,0.30,D,VS1,Excellent,Very Good,None,71.9,67.0,1.01,"$1,703",None,LD15701637,May 28,Very Good
262,Princess,$512,0.34,D,VS2,Excellent,Very Good,None,71.9,68.0,1.01,"$1,506",None,LD15161334,May 28,Very Good
263,Princess,$512,0.30,D,VVS2,Excellent,Very Good,None,72.1,70.0,1.01,"$1,707",None,LD15285617,May 28,Very Good
264,Princess,$513,0.40,I,VS2,Excellent,Very Good,None,76.9,71.0,1.05,"$1,282",None,LD15113045,May 28,Good
265,Princess,$513,0.33,E,VS1,Excellent,Very Good,None,72.7,69.0,1.01,"$1,555",None,LD15292352,May 28,Very Good
266,Princess,$513,0.31,D,VVS2,Excellent,Very Good,Faint,72.1,72.0,1.01,"$1,655",None,LD15597946,May 28,Very Good
267,Princess,$514,0.31,D,VS2,Excellent,Excellent,None,71.7,71.0,1.01,"$1,658",None,LD15161336,May 28,Very Good
268,Princess,$514,0.30,D,VVS2,Very Good,Very Good,None,72.9,71.0,1.00,"$1,713",None,LD15292306,May 28,Very Good
269,Princess,$514,0.30,F,VVS2,Excellent,Very Good,None,74.7,71.0,1.02,"$1,713",None,LD15720176,May 28,Very Good
270,Princess,$515,0.35,G,VS1,Excellent,Very Good,None,72.4,71.0,1.01,"$1,471",None,LD15078602,May 28,Very Good
271,Princess,$516,0.32,E,VVS2,Excellent,Very Good,None,71.7,70.0,1.01,"$1,612",None,LD15250300,May 28,Very Good
272,Princess,$516,0.30,E,VVS1,Excellent,Excellent,None,76.8,71.0,1.00,"$1,720",None,LD15277650,May 28,Good
273,Cushion,$516,0.50,J,SI1,Excellent,Very Good,Medium,67.2,58.0,1.06,"$1,032",None,LD15597235,May 28,Very Good
274,Princess,$516,0.30,F,VVS1,Excellent,Very Good,None,71.0,70.0,1.00,"$1,720",None,LD15669439,May 28,Very Good
275,Princess,$516,0.30,F,IF,Very Good,Good,None,71.7,70.0,1.00,"$1,720",None,LD15688928,May 28,Very Good
276,Princess,$517,0.40,F,SI2,Very Good,Very Good,None,73.7,73.0,1.02,"$1,292",None,LD15323879,May 28,Very Good
277,Princess,$518,0.34,E,VS1,Very Good,Very Good,None,71.9,71.0,1.01,"$1,524",None,LD15318358,May 28,Very Good
278,Princess,$519,0.40,J,VS2,Excellent,Excellent,Faint,71.6,69.0,1.01,"$1,298",None,LD15277653,May 28,Very Good
279,Princess,$519,0.32,D,VS1,Excellent,Very Good,None,70.3,70.0,1.01,"$1,622",None,LD15528655,May 28,Very Good
280,Princess,$520,0.36,F,VS1,Very Good,Very Good,None,72.0,71.0,1.00,"$1,444",None,LD15138020,May 28,Very Good
281,Princess,$520,0.33,E,VS1,Excellent,Very Good,None,71.6,71.0,1.00,"$1,576",None,LD15466841,May 28,Very Good
282,Princess,$520,0.30,D,VVS2,Very Good,Very Good,None,70.5,70.0,1.01,"$1,733",None,LD15512648,May 28,Very Good
283,Princess,$520,0.31,D,VS1,Excellent,Very Good,None,72.0,70.0,1.02,"$1,677",None,LD15544309,May 28,Very Good
284,Princess,$520,0.30,D,VS1,Excellent,Very Good,None,69.5,69.0,1.01,"$1,733",None,LD15688968,May 28,Very Good
285,Princess,$522,0.33,D,VS1,Excellent,Very Good,None,71.4,70.0,1.01,"$1,582",None,LD15078474,May 28,Very Good
286,Princess,$522,0.33,F,VS1,Excellent,Very Good,None,72.7,67.0,1.00,"$1,582",None,LD15607012,May 28,Very Good
287,Princess,$523,0.31,D,VVS2,Excellent,Very Good,None,72.8,71.0,1.01,"$1,687",None,LD14985654,May 28,Very Good
288,Princess,$524,0.34,G,VVS2,Excellent,Excellent,None,71.4,69.0,1.00,"$1,541",None,LD15062543,May 28,Very Good
289,Princess,$524,0.30,E,VVS1,Very Good,Very Good,None,71.9,69.0,1.01,"$1,747",None,LD15303255,May 28,Very Good
290,Princess,$524,0.30,E,VVS1,Very Good,Very Good,None,72.0,70.0,1.02,"$1,747",None,LD15318369,May 28,Very Good
291,Princess,$525,0.40,I,SI1,Excellent,Excellent,Faint,73.0,72.0,1.01,"$1,312",None,LD14742229,May 28,Very Good
292,Princess,$525,0.30,D,VS1,Excellent,Excellent,None,71.5,69.0,1.00,"$1,750",None,LD15456403,May 28,Very Good
293,Princess,$525,0.43,J,SI1,Excellent,Very Good,None,72.6,70.0,1.01,"$1,221",None,LD15701677,May 28,Very Good
294,Princess,$526,0.42,J,VS2,Excellent,Very Good,None,72.6,70.0,1.01,"$1,252",None,LD14895836,May 28,Very Good
295,Princess,$528,0.33,D,VS1,Excellent,Very Good,None,71.5,71.0,1.00,"$1,600",None,LD15071041,May 28,Very Good
296,Princess,$528,0.33,F,VVS1,Excellent,Excellent,Faint,72.6,70.0,1.01,"$1,600",None,LD15129633,May 28,Very Good
297,Princess,$528,0.33,D,VS1,Very Good,Very Good,None,73.0,70.0,1.01,"$1,600",None,LD15359107,May 28,Very Good
298,Princess,$528,0.30,F,IF,Excellent,Very Good,None,73.0,72.0,1.01,"$1,760",None,LD15497289,May 28,Very Good
299,Princess,$531,0.32,D,VS2,Excellent,Excellent,None,72.8,69.0,1.01,"$1,659",None,LD15318402,May 28,Very Good
300,Princess,$533,0.31,E,VVS1,Excellent,Excellent,Faint,72.1,70.0,1.01,"$1,719",None,LD15103789,May 28,Very Good
301,Princess,$533,0.40,J,VVS2,Excellent,Excellent,None,74.7,70.0,1.03,"$1,332",None,LD15121638,May 28,Very Good
302,Princess,$534,0.33,E,VVS2,Excellent,Very Good,None,70.4,69.0,1.01,"$1,618",None,LD15431309,May 28,Very Good
303,Princess,$534,0.30,D,VVS2,Excellent,Very Good,None,72.9,69.0,1.00,"$1,780",None,LD15478663,May 28,Very Good
304,Princess,$535,0.31,F,VVS1,Excellent,Very Good,None,72.2,69.0,1.01,"$1,726",None,LD15688966,May 28,Very Good
305,Princess,$536,0.40,I,VS1,Very Good,Very Good,None,77.1,69.0,1.05,"$1,340",None,LD14979128,May 28,Good
306,Princess,$538,0.30,D,VVS2,Excellent,Very Good,None,72.2,70.0,1.01,"$1,793",None,LD15597976,May 28,Very Good
307,Princess,$538,0.30,E,VVS2,Excellent,Excellent,None,71.1,69.0,1.01,"$1,793",None,LD15697605,May 28,Very Good
308,Princess,$540,0.33,D,VS1,Excellent,Very Good,None,72.4,70.0,1.01,"$1,636",None,LD15497245,May 28,Very Good
309,Princess,$540,0.30,D,VVS2,Excellent,Very Good,None,72.0,68.0,1.01,"$1,800",None,LD15569858,May 28,Very Good
310,Princess,$540,0.30,D,VVS2,Excellent,Very Good,None,71.9,73.0,1.01,"$1,800",None,LD15725013,May 28,Very Good
311,Princess,$541,0.30,D,VVS1,Excellent,Very Good,None,72.1,70.0,1.04,"$1,803",None,LD15431214,May 28,Very Good
312,Princess,$541,0.32,D,VS1,Very Good,Very Good,None,72.9,70.0,1.00,"$1,691",None,LD15688963,May 28,Very Good
313,Princess,$541,0.31,F,VVS2,Excellent,Very Good,None,72.6,71.0,1.01,"$1,745",None,LD15747656,May 28,Very Good
314,Princess,$542,0.31,E,VVS1,Very Good,Very Good,None,71.1,70.0,1.01,"$1,748",None,LD15327801,May 28,Very Good
315,Princess,$542,0.31,E,VVS1,Excellent,Very Good,None,71.8,71.0,1.01,"$1,748",None,LD15349612,May 28,Very Good
316,Princess,$542,0.30,D,VVS2,Excellent,Very Good,None,72.7,69.0,1.01,"$1,807",None,LD15606884,May 28,Very Good
317,Princess,$542,0.30,D,VVS2,Excellent,Excellent,Faint,72.8,70.0,1.01,"$1,807",None,LD15708118,May 28,Very Good
318,Princess,$544,0.32,F,IF,Excellent,Very Good,None,72.1,69.0,1.02,"$1,700",None,LD15062626,May 28,Very Good
319,Princess,$544,0.31,E,VVS1,Excellent,Very Good,None,71.7,71.0,1.00,"$1,755",None,LD15062682,May 28,Very Good
320,Princess,$544,0.31,E,VVS1,Excellent,Very Good,None,71.1,69.0,1.01,"$1,755",None,LD15078545,May 28,Very Good
321,Princess,$544,0.34,E,VVS2,Very Good,Excellent,None,72.4,68.0,1.01,"$1,600",None,LD15378056,May 28,Very Good
322,Princess,$546,0.33,E,VVS2,Excellent,Excellent,None,72.4,71.0,1.01,"$1,655",None,LD14896204,May 28,Very Good
323,Princess,$546,0.32,D,VS2,Excellent,Excellent,None,71.6,70.0,1.01,"$1,706",None,LD15323778,May 28,Very Good
324,Princess,$548,0.34,G,VS1,Excellent,Very Good,None,72.6,71.0,1.01,"$1,612",None,LD15720039,May 28,Very Good
325,Princess,$550,0.31,F,VVS1,Excellent,Very Good,None,71.6,70.0,1.00,"$1,774",None,LD15714940,May 28,Very Good
326,Princess,$550,0.31,D,VS1,Excellent,Very Good,None,70.1,71.0,1.00,"$1,774",None,LD15720094,May 28,Very Good
327,Princess,$552,0.31,E,VVS1,Excellent,Very Good,None,71.8,70.0,1.01,"$1,781",None,LD15359078,May 28,Very Good
328,Princess,$552,0.31,E,VVS1,Very Good,Very Good,None,72.1,69.0,1.01,"$1,781",None,LD15606939,May 28,Very Good
329,Princess,$552,0.32,F,VVS1,Excellent,Very Good,None,71.1,70.0,1.01,"$1,725",None,LD15688962,May 28,Very Good
330,Princess,$553,0.40,I,VS1,Very Good,Good,Faint,72.6,70.0,1.01,"$1,382",None,LD15308799,May 28,Very Good
331,Princess,$553,0.34,G,VS1,Excellent,Excellent,None,72.2,70.0,1.01,"$1,626",None,LD15625078,May 28,Very Good
332,Princess,$554,0.33,F,VVS1,Excellent,Very Good,None,72.1,68.0,1.00,"$1,679",None,LD15625049,May 28,Very Good
333,Princess,$555,0.32,E,VVS1,Excellent,Very Good,None,70.7,69.0,1.02,"$1,734",None,LD14979107,May 28,Very Good
334,Princess,$556,0.41,I,VS2,Very Good,Good,None,72.2,68.0,1.01,"$1,356",None,LD15161422,May 28,Very Good
335,Princess,$556,0.34,D,VS2,Excellent,Very Good,None,72.6,70.0,1.01,"$1,635",None,LD15625119,May 28,Very Good
336,Princess,$557,0.40,J,VS1,Very Good,Very Good,None,71.2,70.0,1.01,"$1,392",None,LD15701718,May 28,Very Good
337,Princess,$558,0.33,D,VS2,Excellent,Excellent,None,72.4,70.0,1.00,"$1,691",None,LD15250236,May 28,Very Good
338,Princess,$558,0.31,D,VVS2,Excellent,Very Good,None,72.8,69.0,1.00,"$1,800",None,LD15588327,May 28,Very Good
339,Princess,$559,0.42,I,VS2,Excellent,Very Good,None,71.4,70.0,1.01,"$1,331",None,LD15007673,May 28,Very Good
340,Princess,$561,0.30,D,VVS1,Very Good,Very Good,None,72.3,74.0,1.03,"$1,870",None,LD15436670,May 28,Very Good
341,Princess,$562,0.33,D,VS1,Excellent,Excellent,None,71.7,71.0,1.01,"$1,703",None,LD15250234,May 28,Very Good
342,Princess,$564,0.35,E,VS2,Excellent,Excellent,None,71.4,72.0,1.01,"$1,611",None,LD15731870,May 28,Very Good
343,Princess,$566,0.40,I,VS1,Excellent,Very Good,Faint,70.9,67.0,1.00,"$1,415",None,LD14782785,May 28,Very Good
344,Princess,$566,0.40,I,VS1,Excellent,Very Good,None,77.8,67.0,1.05,"$1,415",None,LD15636833,May 28,Good
345,Princess,$567,0.30,E,IF,Excellent,Excellent,Medium,74.6,69.0,1.01,"$1,890",None,LD15134965,May 28,Very Good
346,Princess,$567,0.40,I,VS2,Very Good,Very Good,None,72.6,70.0,1.00,"$1,418",None,LD15606879,May 28,Very Good
347,Princess,$568,0.34,E,VVS2,Excellent,Very Good,None,71.9,71.0,1.00,"$1,671",None,LD15708151,May 28,Very Good
348,Princess,$569,0.41,I,SI1,Very Good,Very Good,None,72.4,70.0,1.01,"$1,388",None,LD15035097,May 28,Very Good
349,Princess,$570,0.33,E,VVS1,Very Good,Very Good,None,72.5,71.0,1.01,"$1,727",None,LD15122295,May 28,Very Good
350,Princess,$570,0.33,F,VVS1,Excellent,Very Good,None,69.6,68.0,1.01,"$1,727",None,LD15697673,May 28,Very Good
351,Princess,$573,0.31,E,VVS1,Excellent,Excellent,None,72.4,71.0,1.00,"$1,848",None,LD15007568,May 28,Very Good
352,Princess,$573,0.40,I,VS2,Excellent,Very Good,None,72.7,69.0,1.01,"$1,432",None,LD15121653,May 28,Very Good
353,Cushion,$574,0.50,J,SI2,Excellent,Very Good,None,67.4,60.0,1.13,"$1,148",None,LD15707212,May 28,Very Good
354,Princess,$574,0.30,D,VVS2,Excellent,Very Good,None,70.0,71.0,1.01,"$1,913",None,LD15720122,May 28,Very Good
355,Princess,$575,0.40,G,SI1,Good,Very Good,None,74.5,73.0,1.00,"$1,438",None,LD15277763,May 28,Very Good
356,Princess,$575,0.35,E,VS1,Excellent,Very Good,None,72.5,71.0,1.01,"$1,643",None,LD15679795,May 28,Very Good
357,Princess,$575,0.40,I,VS1,Excellent,Very Good,Faint,74.9,71.0,1.00,"$1,438",None,LD15688948,May 28,Very Good
358,Princess,$577,0.35,E,VS1,Excellent,Very Good,None,72.6,71.0,1.01,"$1,649",None,LD15708133,May 28,Very Good
359,Radiant,$579,0.35,D,VS1,Excellent,Excellent,Faint,65.2,66.0,1.29,"$1,654",None,LD15708527,May 28,Very Good
360,Princess,$582,0.41,G,SI1,Excellent,Very Good,None,72.6,70.0,1.00,"$1,420",None,LD15466854,May 28,Very Good
361,Princess,$583,0.31,D,VVS2,Excellent,Very Good,None,70.6,69.0,1.01,"$1,881",None,LD15708111,May 28,Very Good
362,Princess,$585,0.40,I,VS1,Very Good,Very Good,None,77.4,70.0,1.00,"$1,462",None,LD15670905,May 28,Good
363,Princess,$586,0.44,J,VVS2,Excellent,Very Good,None,71.6,69.0,1.00,"$1,332",None,LD15138049,May 28,Very Good
364,Princess,$587,0.30,D,VVS1,Excellent,Excellent,Faint,71.6,70.0,1.01,"$1,957",None,LD15478730,May 28,Very Good
365,Princess,$587,0.35,D,VS1,Excellent,Very Good,None,71.6,71.0,1.02,"$1,677",None,LD15560991,May 28,Very Good
366,Princess,$589,0.40,G,SI1,Very Good,Good,None,72.0,70.0,1.01,"$1,472",None,LD15277764,May 28,Very Good
367,Princess,$594,0.40,E,SI1,Very Good,Good,None,72.4,71.0,1.03,"$1,485",None,LD15431242,May 28,Very Good
368,Princess,$600,0.40,G,SI1,Very Good,Very Good,None,72.5,72.0,1.01,"$1,500",None,LD15173365,May 28,Very Good
369,Radiant,$565,0.47,I,VS2,Excellent,Excellent,Medium,60.3,69.0,1.29,"$1,202",None,LD15664390,Jun 4,Very Good
370,Cushion,$601,0.33,H,VS2,Excellent,Very Good,None,74.0,60.0,1.03,"$1,821",None,LD13854688,Apr 13,Astor Ideal
371,Cushion,$602,0.30,G,SI1,Excellent,Very Good,None,72.1,55.0,1.00,"$2,007",None,LD14828152,Apr 13,Astor Ideal
372,Princess,$604,0.37,D,SI1,Good,Good,None,74.0,79.0,1.06,"$1,632",None,LD07163345,Apr 13,Good
373,Princess,$606,0.31,D,VS2,Excellent,Very Good,Strong,75.7,70.0,1.05,"$1,955",None,LD12328315,Apr 13,Astor Ideal
374,Princess,$607,0.33,F,VS1,Very Good,Very Good,Strong,77.0,71.0,1.03,"$1,839",None,LD14591098,Apr 13,Astor Ideal
375,Princess,$609,0.34,F,VS2,Excellent,Very Good,None,78.2,68.0,1.01,"$1,791",None,LD13854692,Apr 13,Astor Ideal
376,Princess,$611,0.33,E,VS1,Excellent,Very Good,Medium,77.1,67.0,1.05,"$1,852",None,LD14591097,Apr 13,Astor Ideal
377,Princess,$616,0.33,E,VS2,Very Good,Very Good,None,77.5,67.0,1.04,"$1,867",None,LD12917163,Apr 13,Astor Ideal
378,Princess,$617,0.40,H,VS1,Excellent,Very Good,None,77.3,66.0,1.02,"$1,542",None,LD02053896,Apr 13,Good
379,Princess,$621,0.38,E,VS2,Good,Good,None,71.3,81.0,1.06,"$1,634",None,LD07163346,Apr 13,Good
380,Princess,$622,0.34,G,VS1,Excellent,Very Good,Strong,74.5,69.0,1.03,"$1,829",None,LD14591099,Apr 13,Astor Ideal
381,Princess,$624,0.46,I,VS2,Excellent,Good,None,76.7,76.0,1.04,"$1,357",None,LD13975965,Apr 13,Good
382,Cushion,$631,0.31,F,SI1,Excellent,Excellent,Faint,72.3,55.0,1.00,"$2,035",None,LD14828159,Apr 13,Astor Ideal
383,Cushion,$632,0.34,F,SI1,Excellent,Very Good,Medium,74.7,59.0,1.02,"$1,859",None,LD14048222,Apr 13,Astor Ideal
384,Princess,$634,0.36,H,VS1,Excellent,Very Good,Faint,77.1,69.0,1.03,"$1,761",None,LD14868977,Apr 13,Astor Ideal
385,Cushion,$636,0.33,H,VVS1,Excellent,Very Good,None,75.6,59.0,1.03,"$1,927",None,LD12289935,Apr 13,Astor Ideal
386,Cushion,$637,0.31,G,SI1,Excellent,Excellent,None,72.0,55.0,1.00,"$2,055",None,LD15298943,Apr 13,Astor Ideal
387,Cushion,$638,0.36,E,SI1,Excellent,Very Good,Faint,73.8,57.0,1.04,"$1,772",None,LD10963143,Apr 13,Astor Ideal
388,Cushion,$639,0.32,G,VS1,Excellent,Very Good,None,75.1,55.0,1.04,"$1,997",None,LD12289948,Apr 13,Astor Ideal
389,Cushion,$639,0.31,H,VS2,Excellent,Excellent,None,70.8,55.0,1.00,"$2,061",None,LD14828161,Apr 13,Astor Ideal
390,Princess,$640,0.37,E,VS1,Good,Good,None,70.9,80.0,1.02,"$1,730",None,LD07163402,Apr 13,Good
391,Princess,$641,0.34,H,VS1,Excellent,Very Good,None,75.7,69.0,1.05,"$1,885",None,LD12629833,Apr 13,Astor Ideal
392,Princess,$645,0.36,D,SI1,Excellent,Very Good,Faint,77.6,69.0,1.01,"$1,792",None,LD14048218,Apr 13,Astor Ideal
393,Princess,$649,0.34,D,VS1,Excellent,Very Good,Medium,76.5,71.0,1.02,"$1,909",None,LD14591096,Apr 13,Astor Ideal
394,Princess,$651,0.30,E,VVS2,Excellent,Very Good,None,76.6,68.0,1.01,"$2,170",None,LD14869526,Apr 13,Astor Ideal
395,Cushion,$652,0.33,F,SI1,Very Good,Very Good,None,74.1,60.0,1.03,"$1,976",None,LD13854689,Apr 13,Astor Ideal
396,Cushion,$656,0.34,H,VVS1,Very Good,Very Good,None,75.3,57.0,1.02,"$1,929",None,LD12289958,Apr 13,Astor Ideal
397,Princess,$676,0.50,J,VS2,Very Good,Good,Medium,75.0,73.0,1.01,"$1,352",None,LD11764055,Apr 13,Very Good
398,Princess,$676,0.36,E,VS1,Excellent,Very Good,None,78.5,67.0,1.01,"$1,878",None,LD13854696,Apr 13,Astor Ideal
399,Cushion,$676,0.31,G,VS1,Excellent,Excellent,None,71.9,55.0,1.00,"$2,181",None,LD14828160,Apr 13,Astor Ideal
400,Princess,$677,0.32,F,VVS2,Excellent,Very Good,None,77.5,66.0,1.05,"$2,116",None,LD14752666,Apr 13,Astor Ideal
401,Princess,$680,0.36,H,VVS1,Excellent,Very Good,None,74.4,68.0,1.02,"$1,889",None,LD14869523,Apr 13,Astor Ideal
402,Cushion,$688,0.32,F,VS1,Excellent,Very Good,None,67.3,60.0,1.03,"$2,150",None,LD12561982,Apr 13,Astor Ideal
403,Cushion,$693,0.32,F,VS1,Excellent,Very Good,None,75.0,59.0,1.01,"$2,166",None,LD14048231,Apr 13,Astor Ideal
404,Cushion,$695,0.31,D,VS2,Very Good,Very Good,None,74.5,56.0,1.01,"$2,242",None,LD14048241,Apr 13,Astor Ideal
405,Cushion,$695,0.31,D,VS2,Excellent,Very Good,None,73.6,55.0,1.03,"$2,242",None,LD14048242,Apr 13,Astor Ideal
406,Princess,$697,0.41,J,VS1,Excellent,Excellent,Faint,76.9,67.0,1.01,"$1,700",None,LD13854706,Apr 13,Astor Ideal
407,Princess,$672,0.31,F,VVS2,Excellent,Very Good,None,67.1,69.0,1.01,"$2,168",None,LD04873946,Apr 15,Very Good
408,Princess,$655,0.40,D,SI1,Very Good,Very Good,None,70.5,76.0,1.06,"$1,638",None,LD06106570,Apr 16,Very Good
